satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,age,genre,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,domaine_etude_Autre,domaine_etude_Entrepreunariat,domaine_etude_Infra & Cloud,domaine_etude_Marketing,domaine_etude_Ressources Humaines,domaine_etude_Transformation Digitale,frequence_deplacement_Aucun,frequence_deplacement_Frequent,frequence_deplacement_Occasionnel,statut_marital_Célibataire,statut_marital_Divorcé(e),statut_marital_Marié(e),poste_Assistant de Direction,poste_Cadre Commercial,poste_Consultant,poste_Directeur Technique,poste_Manager,poste_Représentant Commercial,poste_Ressources Humaines,poste_Senior Manager,poste_Tech Lead,departement_Commercial,departement_Consulting,departement_Ressources Humaines,satisfaction_globale,stagnation_carriere,pression_travail
2,1,2,4,4,3,3,1,0.12,0,3,3,6,3,1,9,38,1,7,17,13,11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.7857142857142857,10
1,3,2,2,3,3,3,0,0.15,0,0,2,1,2,1,3,34,0,1,5,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.25,0.3333333333333333,4
4,1,3,4,1,2,3,0,0.11,0,0,3,7,3,0,2,56,0,4,37,6,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.5714285714285714,10
3,3,1,1,3,3,3,0,0.13,0,1,3,2,1,0,0,23,0,3,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,5
4,3,1,4,2,3,4,0,0.23,0,2,4,9,4,0,3,51,0,3,10,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.4,13
3,2,2,4,1,3,3,0,0.19,0,3,3,2,3,10,8,30,0,1,11,11,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.8333333333333334,5
3,2,3,4,4,3,3,0,0.16,1,0,3,9,2,4,7,46,0,1,9,9,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.8,12
3,2,4,2,4,2,4,0,0.22,0,1,3,1,4,11,11,40,0,1,22,22,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.13043478260869565,5
3,3,2,4,4,1,4,1,0.22,0,0,2,21,4,1,0,51,0,0,11,10,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6363636363636364,26
3,2,2,2,2,2,3,1,0.12,0,3,4,4,2,2,7,30,1,1,11,11,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.6666666666666666,8
3,2,3,1,3,2,3,1,0.13,0,1,5,1,3,9,5,46,0,2,21,10,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.8181818181818182,5
2,3,2,3,1,3,3,0,0.16,0,0,0,6,4,5,7,32,0,1,12,11,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.6666666666666666,9
1,3,3,3,1,1,3,0,0.12,0,1,5,2,4,0,3,54,1,9,16,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.6,5
1,3,2,3,1,2,4,0,0.21,0,1,2,3,2,0,2,24,1,0,4,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.75,0.5,7
2,3,2,3,2,4,3,0,0.15,0,0,3,4,3,0,4,28,0,1,5,5,4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.6666666666666666,7
4,3,4,3,3,2,3,0,0.13,0,0,1,10,4,1,8,58,0,0,38,37,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.2631578947368421,13
2,3,2,2,3,4,3,0,0.12,0,1,3,23,3,1,2,44,0,4,17,3,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.5,26
3,3,1,1,4,3,4,1,0.22,1,0,3,6,4,0,2,37,0,4,7,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.75,0.5,11
4,3,1,1,4,3,3,0,0.13,0,0,2,1,1,0,0,32,0,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4
4,2,1,4,2,3,3,1,0.18,1,0,5,6,3,1,0,20,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.0,10
1,3,2,3,3,3,3,0,0.14,0,0,3,6,4,2,10,34,1,1,16,16,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.7647058823529411,9
3,2,2,4,4,4,3,0,0.14,0,1,2,2,2,0,0,37,0,5,17,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.75,0.0,5
3,2,5,4,4,3,4,0,0.21,0,1,3,2,4,2,2,59,1,9,30,3,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5,0.5,6
1,3,5,2,1,2,3,1,0.19,0,0,1,1,3,0,7,50,1,3,28,8,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,0.3333333333333333,5
3,2,2,3,4,3,3,1,0.11,1,0,1,5,3,0,3,25,0,1,6,6,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.5714285714285714,9
4,2,1,4,3,3,3,0,0.11,0,2,2,7,1,2,1,25,0,1,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.6666666666666666,10
2,3,1,4,3,3,3,0,0.15,0,0,5,15,3,0,0,22,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,18
1,2,3,1,3,2,4,0,0.2,0,0,1,1,4,12,8,51,1,3,23,13,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,0.8571428571428571,5
1,1,2,3,4,3,4,1,0.24,1,0,3,7,3,0,6,34,0,1,9,9,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.7,12
4,4,4,4,3,3,3,1,0.12,0,0,3,26,3,4,4,54,1,2,23,5,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5,0.5,30
2,3,1,3,3,3,3,0,0.12,0,1,2,18,1,1,2,24,0,0,6,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.5,21
3,2,2,2,3,3,3,0,0.15,0,1,3,6,4,0,0,34,1,6,12,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.0,9
3,3,3,4,1,3,3,0,0.12,0,0,3,3,3,1,3,37,0,2,12,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.5,6
3,2,3,1,4,3,3,0,0.12,0,0,6,5,3,5,8,34,1,2,14,11,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.75,0.8333333333333334,8
2,3,3,4,3,3,3,0,0.14,0,1,6,11,2,2,8,36,1,0,10,9,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.7,14
1,3,1,4,1,3,4,0,0.22,0,1,2,3,2,0,0,36,1,5,7,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.0,7
3,3,4,4,4,4,3,1,0.12,0,2,3,26,2,4,12,43,0,1,25,25,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.75,0.46153846153846156,30
1,1,1,3,3,2,4,0,0.25,0,3,2,23,3,0,9,30,0,1,10,10,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.6363636363636364,27
3,3,2,2,1,4,3,0,0.13,0,1,2,22,2,0,7,33,0,0,8,7,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.875,25
2,3,1,2,1,3,3,1,0.18,1,3,2,14,4,4,3,56,1,9,7,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.6666666666666666,18
1,3,5,3,3,3,3,0,0.13,0,0,5,6,3,15,15,51,0,7,23,20,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.8571428571428571,9
2,1,2,3,2,2,3,1,0.18,1,0,3,6,4,7,7,31,0,4,12,7,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.875,10
3,2,1,2,3,2,3,0,0.19,0,0,3,6,3,4,3,26,1,1,5,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.6666666666666666,9
4,3,3,4,4,2,3,0,0.12,1,1,3,23,4,15,6,58,1,1,40,40,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,0.24390243902439024,26
4,3,1,3,4,2,3,1,0.19,1,0,2,22,1,0,0,19,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.0,26
3,3,1,4,3,3,3,0,0.14,0,1,2,2,1,2,1,22,0,0,3,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.3333333333333333,5
3,3,2,1,3,2,3,0,0.14,0,0,2,20,4,5,11,49,1,1,16,15,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.25,0.6875,23
2,4,1,3,4,3,3,0,0.12,0,0,2,28,3,1,2,43,1,4,18,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5,31
3,3,3,4,4,3,3,0,0.11,0,0,3,12,3,2,1,50,1,4,16,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.6666666666666666,15
2,1,2,3,3,3,3,1,0.11,1,1,2,20,3,2,2,31,1,3,4,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.6666666666666666,24
3,3,3,3,3,3,3,1,0.13,0,1,2,9,1,0,7,41,0,3,12,9,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.7,13
3,3,1,3,4,3,4,0,0.23,0,1,3,25,1,5,7,26,1,1,8,8,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.25,0.7777777777777778,29
2,3,2,2,4,3,4,0,0.2,0,2,0,6,2,0,1,36,0,6,7,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.5,10
1,1,3,4,4,3,3,0,0.15,1,0,2,8,4,0,3,51,0,2,18,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.4,11
4,2,2,3,3,4,3,0,0.14,0,1,1,4,4,5,9,39,1,4,17,15,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.6875,7
1,2,2,3,4,3,3,0,0.18,0,0,3,28,3,2,2,25,0,2,6,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.75,0.6666666666666666,31
3,3,2,4,4,1,3,1,0.19,0,0,2,9,3,4,7,30,0,0,12,11,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.75,13
1,3,1,1,1,4,4,0,0.22,1,0,2,9,3,0,4,32,1,7,10,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.75,0.6666666666666666,13
3,3,1,4,2,2,3,0,0.13,0,0,2,29,3,0,3,45,0,5,9,6,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.7142857142857143,32
4,3,2,3,2,3,4,1,0.2,0,0,2,3,5,2,2,38,1,3,19,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5,8
1,3,1,3,3,2,3,0,0.14,0,0,4,18,3,0,4,30,1,1,5,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.25,0.6666666666666666,21
4,1,2,4,4,4,3,0,0.17,0,3,2,9,2,0,7,32,0,0,9,8,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.7777777777777778,12
4,3,1,1,4,3,3,0,0.14,0,1,3,5,3,2,2,30,1,5,8,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5,8
2,2,1,4,4,3,3,0,0.13,0,0,3,2,1,1,2,30,0,0,6,5,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.25,0.5,5
4,2,4,1,2,2,3,0,0.13,0,1,2,10,3,7,7,41,0,4,21,7,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.25,0.75,13
3,3,1,1,4,3,4,0,0.21,0,1,2,9,4,1,4,41,0,2,7,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.0,13
2,3,1,2,4,3,3,0,0.14,0,0,3,3,1,0,0,19,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.0,6
2,3,2,2,1,3,3,0,0.11,0,1,2,26,3,2,13,40,1,1,20,20,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.3333333333333333,29
3,3,3,2,1,3,3,0,0.13,0,2,3,1,5,0,6,35,0,1,10,10,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.25,0.7272727272727273,4
2,3,2,3,4,1,4,1,0.2,0,1,3,6,2,4,5,53,0,2,13,7,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.875,11
2,3,2,2,3,1,3,0,0.18,0,1,2,9,3,0,15,45,0,8,20,17,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.5,12
2,3,3,4,4,3,3,0,0.14,0,0,2,8,3,3,7,32,1,1,9,9,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.8,11
4,3,2,3,1,3,3,0,0.13,0,1,1,1,1,0,9,29,0,1,10,10,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.6363636363636364,4
2,2,2,3,3,3,3,0,0.17,0,0,2,7,4,0,0,51,0,2,10,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.75,0.0,10
2,2,1,2,2,2,4,1,0.2,0,1,3,9,3,0,0,58,1,4,9,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,14
3,2,3,4,1,2,3,0,0.11,0,1,2,4,4,2,11,40,0,7,15,12,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.8461538461538461,7
3,3,1,3,4,3,3,0,0.18,0,1,3,2,4,1,2,34,1,6,6,4,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.25,0.6,5
3,3,1,4,1,3,4,0,0.24,0,2,6,19,1,2,2,22,0,1,2,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.6666666666666666,23
4,3,1,2,4,1,3,0,0.18,0,1,1,9,3,2,2,27,0,6,6,2,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.6666666666666666,12
3,3,1,4,3,1,3,0,0.11,0,1,2,21,3,0,2,28,0,1,5,5,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.75,0.3333333333333333,24
3,4,3,4,2,1,3,1,0.16,0,1,2,24,2,1,4,57,0,3,12,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.5,28
3,2,1,3,4,2,3,1,0.15,0,1,2,3,3,0,1,27,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.5,7
3,3,5,2,2,3,3,0,0.15,0,0,5,11,3,4,4,50,1,3,21,5,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.5,0.6666666666666666,14
1,3,1,3,1,3,3,0,0.12,0,1,2,14,3,1,8,41,0,4,13,9,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8,17
2,3,3,4,3,3,3,0,0.12,0,1,2,5,3,7,4,30,1,2,12,10,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8181818181818182,8
1,2,2,4,3,4,4,0,0.22,0,0,2,1,4,0,7,38,1,4,12,8,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.3333333333333333,5
